db_id,db_name,db_file_path,disk_file_path,match_type,confidence,new_path,reason
3eae70ce-ae10-4d59-ae33-982a025c0338,"Receipt - ECE6-2024-07-ADMINISTRATION-1","bills/receipt-ece6-2024-07-administration-1-00cae52f.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, administration"
bb355b6c-0be5-42b1-a3c5-a0be6741b18e,"Receipt - ECE6-2024-07-SUPPLIES-1","bills/receipt-ece6-2024-07-supplies-1-50674265.txt","bills/invoice-17f6-2024-01-supplies-2.txt",pattern,90,"bills/invoice-17f6-2024-01-supplies-2.txt","Matched identifiers: 2024, supplies"
3fe01f70-7a72-4e65-8da4-03b30779ee5c,"Receipt - ECE6-2024-08-UTILITIES-2","bills/receipt-ece6-2024-08-utilities-2-b579fe08.txt","bills/invoice-17f6-2024-01-utilities-2.txt",pattern,90,"bills/invoice-17f6-2024-01-utilities-2.txt","Matched identifiers: 2024, utilities"
cc9cf0b4-a1e1-47a5-b576-1d5c8441c56d,"Invoice - ECE6-2024-08-SECURITY","bills/invoice-ece6-2024-08-security-1a17fddc.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-ece6, invoice"
8518f1ce-b5c5-4096-a8ca-e11c3f4a1cd6,"Invoice - ECE6-2024-08-ADMINISTRATION-1","bills/invoice-ece6-2024-08-administration-1-c1f693f1.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-ece6, invoice, administration"
74204b71-f0e3-47be-b11e-e3426a270f1e,"Invoice - ECE6-2024-08-SUPPLIES","bills/invoice-ece6-2024-08-supplies-6572a3f7.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-ece6, invoice"
f89d0f0e-0306-42ec-8e75-b72a7baed0da,"Receipt - ECE6-2024-09-UTILITIES","bills/receipt-ece6-2024-09-utilities-4ee5216f.txt","bills/invoice-17f6-2024-01-utilities-2.txt",pattern,90,"bills/invoice-17f6-2024-01-utilities-2.txt","Matched identifiers: 2024, utilities"
91f7edfa-e30d-4c83-961d-a6da0cd90507,"Receipt - 15A4-2024-01-INSURANCE-1","bills/receipt-15a4-2024-01-insurance-1-975b6099.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
7132c5ca-2403-49e5-a236-61f6065e3e32,"Receipt - 15A4-2024-01-INSURANCE-2","bills/receipt-15a4-2024-01-insurance-2-e5162d77.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
e2ece92e-6772-44d1-bded-ad3c5db2d3b1,"Receipt - 15A4-2024-01-MAINTENANCE","bills/receipt-15a4-2024-01-maintenance-c7626772.txt","bills/invoice-17f6-2024-02-maintenance.txt",pattern,90,"bills/invoice-17f6-2024-02-maintenance.txt","Matched identifiers: 2024, maintenance"
32e5768d-6898-4d8b-8658-c502602caf5a,"Invoice - 15A4-2024-01-CLEANING","bills/invoice-15a4-2024-01-cleaning-65c19d45.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
fe2696b4-46c2-49eb-852d-63ff2f057370,"Receipt - 15A4-2024-01-LANDSCAPING","bills/receipt-15a4-2024-01-landscaping-c4b0d2d5.txt","bills/invoice-17f6-2024-01-landscaping.txt",pattern,90,"bills/invoice-17f6-2024-01-landscaping.txt","Matched identifiers: 2024, landscaping"
dba3e82f-23a1-484e-8c2a-13d6830054b8,"Service Contract - 4804 Stuart Gateway Building 1","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/contracts-4804-stuart-gateway-building-1.txt","buildings/c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/contracts-4804-stuart-gateway-building-1.txt",fuzzy,100,"buildings/c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/contracts-4804-stuart-gateway-building-1.txt",
c0cf046d-e49a-4462-b04d-5fc3d9230948,"Service Contract-2 - 64671 Green Close Building 4","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_961b2774-7f1e-49e2-8c94-64cc952cf557/role_demo_manager/contracts-64671-green-close-building-4-2.txt","buildings/961b2774-7f1e-49e2-8c94-64cc952cf557/contracts-64671-green-close-building-4-2.txt",fuzzy,100,"buildings/961b2774-7f1e-49e2-8c94-64cc952cf557/contracts-64671-green-close-building-4-2.txt",
52e9f4c8-ba39-4de3-95de-143caf2243fa,"Lease Agreement - Unit 663","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/lease-663.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/lease-663.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/lease-663.txt",
dd01e399-da3f-4a03-ac31-c221747f191e,"Inspection Report - Unit 663","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/inspection-663.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/inspection-663.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/inspection-663.txt",
3cdd4863-5d2a-4faa-94c1-73607d7ee33a,"Maintenance Log - Unit 663","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/maintenance-663.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/maintenance-663.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_1e1c2444-0e80-4529-bd93-38a2b8cdc7f4/role_manager/maintenance-663.txt",
b418aef2-a47f-456f-b732-f93c59ff1ed9,"Receipt - 15A4-2024-02-INSURANCE-1","bills/receipt-15a4-2024-02-insurance-1-52559d4b.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
f0965a42-0de9-42fb-815e-fed42ecc9042,"Receipt - 15A4-2024-02-INSURANCE-2","bills/receipt-15a4-2024-02-insurance-2-acaa3eee.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
dc16bf7e-2c84-4c06-812c-6bfcd4cb569e,"Receipt - 15A4-2024-02-MAINTENANCE-1","bills/receipt-15a4-2024-02-maintenance-1-61b72b48.txt","bills/invoice-17f6-2024-02-maintenance.txt",pattern,90,"bills/invoice-17f6-2024-02-maintenance.txt","Matched identifiers: 2024, maintenance"
b00086e3-9c3c-4b14-8918-5fbfb6f6794e,"Invoice - 15A4-2024-02-MAINTENANCE-2","bills/invoice-15a4-2024-02-maintenance-2-a7db8dcf.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
c446c7b4-9267-4950-93cf-de0eedda39a6,"Receipt - 15A4-2024-02-CLEANING-1","bills/receipt-15a4-2024-02-cleaning-1-670a7679.txt","bills/invoice-17f6-2024-01-cleaning-2.txt",pattern,90,"bills/invoice-17f6-2024-01-cleaning-2.txt","Matched identifiers: 2024, cleaning"
a5f0a709-1ac0-44ea-ae02-6ead674f6f92,"Loan Agreement - 4804 Stuart Gateway Building 1","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-loan-agreement-2024.txt","financial/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-loan-agreement-2024.txt",fuzzy,100,"financial/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-loan-agreement-2024.txt",
a9e9e49f-c25c-4e4f-bcec-e0e7b230d0e8,"Receipt - 15A4-2024-03-INSURANCE-2","bills/receipt-15a4-2024-03-insurance-2-3af19538.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
70c79fe8-d5b3-4ef6-bc02-b82fbba1f2fd,"Invoice - 15A4-2024-03-MAINTENANCE-2","bills/invoice-15a4-2024-03-maintenance-2-209bf169.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
e0f8f58d-a2e7-4d5e-b75e-9ead62cef925,"Receipt - 15A4-2024-03-CLEANING-1","bills/receipt-15a4-2024-03-cleaning-1-db4fe596.txt","bills/invoice-17f6-2024-01-cleaning-2.txt",pattern,90,"bills/invoice-17f6-2024-01-cleaning-2.txt","Matched identifiers: 2024, cleaning"
79f763aa-d7fe-4b3d-94d7-018e1f3641e1,"Bank Statement Q4 - 4804 Stuart Gateway Building 1","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-bank-statement-2024.txt","financial/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-bank-statement-2024.txt",fuzzy,100,"financial/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/role_demo_manager/financial-bank-statement-2024.txt",
b6ab6d81-1337-4836-8804-9b9014ba2c6c,"Invoice - 15A4-2024-03-LANDSCAPING","bills/invoice-15a4-2024-03-landscaping-27fff1cc.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
09b63ca9-798e-4cdf-a69c-34d9e8306540,"Inspection Report - Unit 959","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/inspection-959.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/inspection-959.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/inspection-959.txt",
31571fb8-22c3-467c-96bd-9ef0100277e2,"Maintenance Log - Unit 959","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/maintenance-959.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/maintenance-959.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_54f057a4-d721-48f7-898c-c80037ea0ca6/role_manager/maintenance-959.txt",
15f94b01-19af-42c6-89d4-189980063b45,"Invoice - 15A4-2024-04-INSURANCE-1","bills/invoice-15a4-2024-04-insurance-1-863a2025.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
b7e57889-ebbf-403b-a9c6-1e76e480ad8b,"Invoice - 15A4-2024-04-MAINTENANCE","bills/invoice-15a4-2024-04-maintenance-ec52cc1f.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
3b9821c5-ca40-470c-893e-3541bd9aba4d,"Lease Agreement - Unit 814-2","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/lease-814-2.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/lease-814-2.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/lease-814-2.txt",
fac10451-216e-4948-b90c-4b9f5f651f3a,"Inspection Report - Unit 814","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/inspection-814.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/inspection-814.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_6fb74ad4-99e1-48de-9f94-7722f3a031f9/role_manager/inspection-814.txt",
51309ffc-e285-4d57-aabc-1aae5a3e3199,"Invoice - 15A4-2024-04-LANDSCAPING-2","bills/invoice-15a4-2024-04-landscaping-2-c3b14539.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
d589d9b1-7206-41a5-ae3d-9d18872e5e45,"Invoice - 15A4-2024-05-INSURANCE","bills/invoice-15a4-2024-05-insurance-7c8cb930.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
f4af7c23-4a59-4188-9fff-a150e0a182d9,"Invoice - 15A4-2024-05-MAINTENANCE-2","bills/invoice-15a4-2024-05-maintenance-2-2644de3c.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
3f3d075d-8fc1-40d2-8827-e9ad1da4202b,"Maintenance Log - Unit 614","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_8c29bfd6-1221-4e2c-ab1c-6a3792ca2c74/role_manager/maintenance-614.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_8c29bfd6-1221-4e2c-ab1c-6a3792ca2c74/role_manager/maintenance-614.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_8c29bfd6-1221-4e2c-ab1c-6a3792ca2c74/role_manager/maintenance-614.txt",
b60f2af8-1b8e-4e51-9afa-25a1a0a1a748,"Receipt - 15A4-2024-02-CLEANING-2","bills/receipt-15a4-2024-02-cleaning-2-ebce2624.txt","bills/invoice-17f6-2024-01-cleaning-2.txt",pattern,90,"bills/invoice-17f6-2024-01-cleaning-2.txt","Matched identifiers: 2024, cleaning"
bd48e74a-93f3-4735-935c-b4e6931fd74b,"Receipt - 15A4-2024-02-LANDSCAPING","bills/receipt-15a4-2024-02-landscaping-0b57d964.txt","bills/invoice-17f6-2024-01-landscaping.txt",pattern,90,"bills/invoice-17f6-2024-01-landscaping.txt","Matched identifiers: 2024, landscaping"
09d2003f-b37f-46eb-92fd-72cb2f7d7547,"Maintenance Log - Unit 565","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_43e913fe-b9f6-41c1-b2b3-c57c55157d4d/role_manager/maintenance-565.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_43e913fe-b9f6-41c1-b2b3-c57c55157d4d/role_manager/maintenance-565.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_c4213bf1-5a5e-41f8-ba23-1cad3c299ebc/residence_43e913fe-b9f6-41c1-b2b3-c57c55157d4d/role_manager/maintenance-565.txt",
ddda5a2b-82db-4912-934e-156326eb6871,"Maintenance Log - Unit 407","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_38f682ef-cb44-40d1-9f30-6852f578cc15/role_manager/maintenance-407.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_38f682ef-cb44-40d1-9f30-6852f578cc15/role_manager/maintenance-407.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_38f682ef-cb44-40d1-9f30-6852f578cc15/role_manager/maintenance-407.txt",
72ebc948-a97e-428a-8e50-54748f79b82b,"Receipt - 15A4-2024-03-INSURANCE-1","bills/receipt-15a4-2024-03-insurance-1-45899643.txt","bills/invoice-17f6-2024-01-insurance-2.txt",pattern,90,"bills/invoice-17f6-2024-01-insurance-2.txt","Matched identifiers: 2024, insurance"
90949563-9b53-49ec-af89-4b34962826bc,"Invoice - 15A4-2024-03-MAINTENANCE-1","bills/invoice-15a4-2024-03-maintenance-1-131f60a0.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
0ff052bd-b3e6-4ee0-9f87-2eca6e999dd0,"Maintenance Log - Unit 575","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_0a445357-3355-4354-8594-a8c3d0ebece7/role_manager/maintenance-575.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_0a445357-3355-4354-8594-a8c3d0ebece7/role_manager/maintenance-575.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_0a445357-3355-4354-8594-a8c3d0ebece7/role_manager/maintenance-575.txt",
e832e05c-e6aa-44ea-ba92-43f1473b6a49,"Invoice - 15A4-2024-03-CLEANING-2","bills/invoice-15a4-2024-03-cleaning-2-2b5a7d9b.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
371c99f4-958b-46b8-a820-496958dda878,"Maintenance Log - Unit 464-2","uploads/maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a760a861-8d33-4fa9-8aa6-a36788e99160/role_manager/maintenance-464-2.txt","maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a760a861-8d33-4fa9-8aa6-a36788e99160/role_manager/maintenance-464-2.txt",fuzzy,100,"maintenance/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a760a861-8d33-4fa9-8aa6-a36788e99160/role_manager/maintenance-464-2.txt",
9ebb8a52-9a3a-4ebf-8cf4-abc9a6f90f73,"Lease Agreement - Unit 465-1","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_3e17029e-5078-4adb-a6da-61cd491aa4f7/role_manager/lease-465-1.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_3e17029e-5078-4adb-a6da-61cd491aa4f7/role_manager/lease-465-1.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_3e17029e-5078-4adb-a6da-61cd491aa4f7/role_manager/lease-465-1.txt",
e54945eb-b8e1-4712-ad6c-19e140989818,"Lease Agreement - Unit 394","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/lease-394.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/lease-394.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/lease-394.txt",
974f6c4b-4be7-412b-abbb-5eeea45c9dfb,"Inspection Report - Unit 394","uploads/documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/inspection-394.txt","documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/inspection-394.txt",fuzzy,100,"documents/org_da67894c-fbbe-4f0f-b686-ee1d1cb13891/building_fde56ff5-2ae8-4012-9f14-5b956b35a446/residence_a8c123cd-268a-4cfe-8c9a-dabe00f74ce1/role_manager/inspection-394.txt",
82181bce-c845-41b5-9612-5bb1c6f5ac9c,"Invoice - 15A4-2024-04-INSURANCE-2","bills/invoice-15a4-2024-04-insurance-2-c9556b74.txt","bills/invoice-17f6-2024-01-administration-2.txt",pattern,90,"bills/invoice-17f6-2024-01-administration-2.txt","Matched identifiers: 2024, invoice-15a4, invoice"
